age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,native_country,income
28,Self-emp-not-inc,51461,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,United-States,<=50K
24,Private,404416,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
38,Private,279315,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,United-States,<=50K
24,Local-gov,289886,11th,7,Never-married,Other-service,Not-in-family,Male,0,0,45,United-States,<=50K
26,?,375313,Some-college,10,Never-married,?,Own-child,Male,0,0,40,Philippines,<=50K
29,Private,161857,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Female,0,0,40,Columbia,<=50K
35,Private,194490,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,United-States,<=50K
29,State-gov,71592,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,Philippines,<=50K
31,Local-gov,156464,Bachelors,13,Never-married,Prof-specialty,Other-relative,Male,0,0,40,?,<=50K
46,Private,213611,7th-8th,4,Married-spouse-absent,Priv-house-serv,Unmarried,Female,0,1594,24,Guatemala,<=50K
71,Local-gov,303860,Masters,14,Widowed,Exec-managerial,Not-in-family,Male,2050,0,20,United-States,<=50K
34,Self-emp-not-inc,108247,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,United-States,>50K
39,Federal-gov,129573,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,1741,40,United-States,<=50K
52,Self-emp-not-inc,195462,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,98,United-States,>50K
37,Private,175759,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,>50K
21,?,40052,Some-college,10,Never-married,?,Not-in-family,Male,0,2001,45,United-States,<=50K
48,Private,304791,Some-college,10,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
61,Federal-gov,230545,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,35,Puerto-Rico,<=50K
32,Private,211743,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,45,United-States,<=50K
68,Private,171933,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
51,Private,138251,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,United-States,<=50K
41,Self-emp-not-inc,188738,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,0,27,United-States,<=50K
42,Self-emp-not-inc,207392,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,12,United-States,<=50K
40,Private,439919,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,Mexico,<=50K
26,Private,60726,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
19,Private,365640,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,Female,0,0,45,?,<=50K
23,Private,228230,Some-college,10,Married-civ-spouse,Sales,Wife,Female,0,0,47,United-States,<=50K
35,Private,434114,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Mexico,<=50K
29,Private,201454,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
42,Private,149909,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,25,United-States,>50K
26,Private,184872,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,55,United-States,>50K
33,Private,181091,10th,6,Divorced,Craft-repair,Not-in-family,Male,0,0,35,England,<=50K
31,Private,151053,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,5178,0,40,United-States,>50K
49,Self-emp-not-inc,168191,7th-8th,4,Married-civ-spouse,Other-service,Husband,Male,0,0,70,Italy,<=50K
38,Private,60313,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
25,Private,154941,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,>50K
25,Private,281627,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
20,Private,157599,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,25,United-States,<=50K
62,?,235521,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,48,United-States,<=50K
44,Private,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,50,Italy,>50K
35,Private,186183,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,15024,0,80,United-States,>50K
25,Private,198986,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,>50K
46,Private,216414,Assoc-voc,11,Married-spouse-absent,Craft-repair,Unmarried,Male,0,0,40,United-States,<=50K
34,State-gov,56964,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,United-States,>50K
37,Private,315291,Bachelors,13,Never-married,Adm-clerical,Other-relative,Female,0,0,40,United-States,<=50K
59,Private,32954,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,Female,0,0,36,United-States,<=50K
57,Self-emp-inc,107617,HS-grad,9,Separated,Farming-fishing,Not-in-family,Male,0,0,60,United-States,>50K
59,Private,162136,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,56,United-States,<=50K
26,Private,102460,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
20,Private,284737,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,United-States,<=50K
36,Private,123151,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,United-States,<=50K
77,Private,344425,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Female,0,0,10,United-States,<=50K
36,Private,531055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1902,48,United-States,>50K
30,Private,306383,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,50,United-States,<=50K
46,Local-gov,354962,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
44,Private,96249,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,United-States,>50K
67,Self-emp-not-inc,116057,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,3273,0,16,United-States,<=50K
43,Federal-gov,192712,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,United-States,>50K
41,State-gov,109762,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
20,Private,107801,Assoc-acdm,12,Never-married,Other-service,Own-child,Female,0,2205,18,United-States,<=50K
31,Private,259425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
25,?,34307,Some-college,10,Never-married,?,Not-in-family,Male,0,0,40,United-States,<=50K
49,Federal-gov,420282,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
23,Private,163870,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
28,Private,335357,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
19,Private,236879,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,35,United-States,<=50K
25,Private,232991,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,Mexico,<=50K
35,Private,180342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,112271,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
31,Self-emp-inc,103435,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,<=50K
63,Private,181863,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,27,United-States,<=50K
44,Self-emp-inc,95150,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
20,Private,375698,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,15,United-States,<=50K
57,Self-emp-inc,119253,Masters,14,Married-civ-spouse,Sales,Husband,Male,15024,0,65,United-States,>50K
37,Private,758700,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Male,3781,0,50,Mexico,<=50K
44,State-gov,87282,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,38,United-States,<=50K
23,?,72953,HS-grad,9,Never-married,?,Not-in-family,Male,0,0,40,United-States,<=50K
28,Private,95566,1st-4th,2,Married-spouse-absent,Other-service,Own-child,Female,0,0,35,Dominican-Republic,<=50K
48,Private,216999,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
38,State-gov,149455,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
38,Self-emp-not-inc,245372,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,3137,0,50,United-States,<=50K
43,Self-emp-not-inc,180985,Bachelors,13,Separated,Craft-repair,Unmarried,Male,0,0,35,United-States,<=50K
18,Private,214617,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,30,United-States,<=50K
35,Private,301369,12th,8,Never-married,Machine-op-inspct,Unmarried,Female,0,0,40,United-States,<=50K
23,Private,55674,Bachelors,13,Never-married,Protective-serv,Not-in-family,Female,2907,0,40,United-States,<=50K
47,Private,67716,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,>50K
19,Private,165306,Some-college,10,Never-married,Tech-support,Other-relative,Male,0,0,40,Vietnam,<=50K
34,Private,309513,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
50,Local-gov,169182,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,49,Dominican-Republic,<=50K
24,Private,326587,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
51,?,147015,Some-college,10,Divorced,?,Not-in-family,Male,0,0,50,United-States,<=50K
26,Private,279145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,<=50K
50,Private,343847,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,38,United-States,>50K
33,Local-gov,167474,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
29,Private,206351,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,5013,0,40,United-States,<=50K
18,Federal-gov,201686,11th,7,Never-married,Machine-op-inspct,Own-child,Male,0,0,4,United-States,<=50K
65,Private,213477,Masters,14,Divorced,Sales,Not-in-family,Male,0,0,28,United-States,<=50K
27,Private,180758,Assoc-acdm,12,Never-married,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
58,Private,98725,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
18,Private,165532,12th,8,Never-married,Other-service,Own-child,Male,0,0,15,United-States,<=50K
48,Self-emp-inc,191277,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
57,Private,20953,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,1902,40,United-States,>50K
40,Private,181265,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,52,United-States,<=50K
36,Local-gov,110866,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,United-States,<=50K
20,?,111252,Some-college,10,Never-married,?,Own-child,Female,0,0,30,United-States,<=50K
60,Private,240951,HS-grad,9,Divorced,Adm-clerical,Other-relative,Female,0,0,40,United-States,<=50K
38,Private,80771,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,United-States,>50K
38,Private,215917,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,Philippines,<=50K
51,Self-emp-not-inc,204322,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,<=50K
75,Self-emp-not-inc,231741,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,4931,0,3,United-States,<=50K
29,Private,107812,Some-college,10,Never-married,Prof-specialty,Not-in-family,Male,0,0,15,United-States,<=50K
41,Private,107584,Some-college,10,Separated,Transport-moving,Not-in-family,Male,0,0,35,United-States,<=50K
33,State-gov,79440,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,30,Japan,<=50K
27,Private,244566,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,<=50K
60,Private,296485,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
34,Private,173524,HS-grad,9,Separated,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
56,Self-emp-not-inc,200235,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,United-States,<=50K
82,?,194590,Assoc-voc,11,Widowed,?,Not-in-family,Female,0,0,8,United-States,<=50K
82,Private,147729,5th-6th,3,Widowed,Other-service,Unmarried,Male,0,0,20,United-States,<=50K
25,?,39901,Bachelors,13,Married-civ-spouse,?,Husband,Male,0,0,60,United-States,<=50K
46,Private,149161,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,?,<=50K
33,Private,280111,11th,7,Never-married,Adm-clerical,Unmarried,Female,0,0,38,United-States,<=50K
54,Private,192862,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,0,0,45,United-States,<=50K
24,Local-gov,212210,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Female,0,0,20,?,<=50K
30,Private,225231,Some-college,10,Divorced,Exec-managerial,Not-in-family,Male,8614,0,50,United-States,>50K
38,Private,312108,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
61,Private,176689,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
34,Private,82938,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,United-States,<=50K
42,Private,160893,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,23,United-States,<=50K
46,Private,238162,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,United-States,>50K
66,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,1409,0,50,United-States,<=50K
32,?,199046,Assoc-voc,11,Never-married,?,Unmarried,Female,0,0,2,United-States,<=50K
72,Self-emp-inc,172407,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,50,United-States,>50K
60,Private,160625,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,5013,0,40,United-States,<=50K
29,Private,58115,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,41,United-States,<=50K
56,Self-emp-not-inc,84774,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Wife,Female,0,0,40,United-States,<=50K
30,Private,393965,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Female,0,0,25,United-States,<=50K
35,Private,80479,Assoc-voc,11,Divorced,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
26,Private,314177,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,40,United-States,<=50K
24,Private,127647,Some-college,10,Separated,Adm-clerical,Unmarried,Female,0,0,35,United-States,<=50K
30,Local-gov,168387,Bachelors,13,Never-married,Exec-managerial,Own-child,Male,0,0,40,United-States,<=50K
19,Private,144911,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,United-States,<=50K
47,Private,115813,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Female,0,0,57,United-States,<=50K
36,Private,206521,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,104118,Some-college,10,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
24,Private,440138,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,Female,0,0,45,England,<=50K
45,Private,174533,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,50,United-States,>50K
20,Private,84726,Some-college,10,Never-married,Tech-support,Not-in-family,Female,0,0,40,United-States,<=50K
34,?,24504,HS-grad,9,Never-married,?,Not-in-family,Male,0,0,40,United-States,<=50K
51,Private,185283,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,United-States,>50K
63,Private,339755,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,?,>50K
17,Private,226980,12th,8,Never-married,Handlers-cleaners,Own-child,Male,0,0,17,United-States,<=50K
46,Local-gov,133969,Masters,14,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,United-States,<=50K
49,Self-emp-inc,349230,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,>50K
42,Self-emp-not-inc,183765,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,40,?,<=50K
19,Private,304643,Some-college,10,Never-married,Sales,Own-child,Male,0,0,20,United-States,<=50K
26,Private,227489,Some-college,10,Never-married,Handlers-cleaners,Other-relative,Male,0,0,40,?,<=50K
30,Private,161599,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,United-States,>50K
70,Local-gov,176493,Some-college,10,Widowed,Adm-clerical,Not-in-family,Female,0,0,17,United-States,<=50K
59,Private,243226,10th,6,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,<=50K
36,Local-gov,247807,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,Male,0,0,40,United-States,>50K
39,Private,211154,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,United-States,<=50K
46,Local-gov,398986,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Female,0,1902,52,United-States,>50K
19,Private,67759,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,43,United-States,<=50K
41,Private,118721,12th,8,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,United-States,<=50K
43,Private,122975,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,21,Trinadad&Tobago,<=50K
28,Private,308136,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,United-States,<=50K
55,Local-gov,84564,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Female,0,0,39,United-States,<=50K
49,Private,36032,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
43,Private,258049,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,53,United-States,>50K
59,Private,252714,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,30,Italy,<=50K
29,Private,191535,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,60,United-States,<=50K
47,Private,233511,Masters,14,Divorced,Sales,Not-in-family,Male,27828,0,60,United-States,>50K
44,Private,198282,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,United-States,>50K
42,Private,248356,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,40,United-States,<=50K
43,Private,198965,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,38,United-States,>50K
37,Self-emp-not-inc,188774,Bachelors,13,Never-married,Protective-serv,Not-in-family,Male,0,0,55,United-States,>50K
52,Private,180062,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,<=50K
31,Private,163003,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,Female,0,0,40,Philippines,<=50K
47,Private,33710,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,3103,0,60,United-States,>50K
38,State-gov,34180,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
37,Private,189922,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,United-States,>50K
48,Local-gov,144122,Masters,14,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,United-States,>50K
66,?,299616,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,40,United-States,<=50K
25,Private,181598,11th,7,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,<=50K
29,Private,24562,Bachelors,13,Divorced,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
47,?,111563,Assoc-voc,11,Divorced,?,Not-in-family,Male,0,0,40,United-States,<=50K
40,Private,146520,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
33,Private,69748,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,United-States,<=50K
28,Private,186239,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
27,Self-emp-inc,399904,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,50,Mexico,<=50K
35,Private,314897,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,Puerto-Rico,<=50K
26,Private,103700,Some-college,10,Never-married,Tech-support,Own-child,Female,0,0,40,United-States,<=50K
46,Private,265275,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,<=50K
55,Private,190508,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,35,United-States,<=50K
46,Private,220269,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,>50K
21,Private,296158,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,United-States,<=50K
21,Private,184543,HS-grad,9,Never-married,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
28,Private,247445,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,<=50K
24,Private,29302,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,40,?,<=50K
54,Private,46401,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,47,United-States,<=50K
49,Private,125421,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,38,United-States,<=50K
55,Self-emp-inc,189933,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,United-States,<=50K
23,Private,315877,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,30,United-States,<=50K
31,Private,144064,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
27,Private,185670,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,United-States,>50K
45,State-gov,263982,Some-college,10,Divorced,Prof-specialty,Unmarried,Female,0,0,40,United-States,<=50K
44,Private,146659,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,35,United-States,>50K
35,Self-emp-not-inc,348771,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,36,United-States,<=50K
61,Private,170262,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Female,15024,0,38,United-States,>50K
38,Self-emp-not-inc,198867,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,<=50K
41,Self-emp-inc,94113,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,>50K
23,Private,209955,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
31,Private,298871,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,China,<=50K
22,Private,41837,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,0,25,United-States,<=50K
35,Private,82552,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,<=50K
27,?,188711,Some-college,10,Divorced,?,Not-in-family,Male,0,0,30,United-States,<=50K
39,Private,255027,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Female,0,0,40,United-States,<=50K
54,Private,185407,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,>50K
35,Self-emp-not-inc,190895,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,25,United-States,<=50K
34,Private,187251,HS-grad,9,Divorced,Prof-specialty,Unmarried,Female,0,0,25,United-States,<=50K
17,?,145886,11th,7,Never-married,?,Own-child,Female,0,0,30,United-States,<=50K
62,?,160155,7th-8th,4,Married-civ-spouse,?,Husband,Male,6418,0,40,United-States,>50K
22,Private,202416,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,United-States,<=50K
17,Private,175024,11th,7,Never-married,Handlers-cleaners,Own-child,Male,2176,0,18,United-States,<=50K
47,Self-emp-not-inc,229394,11th,7,Divorced,Exec-managerial,Unmarried,Female,0,0,55,United-States,<=50K
23,Private,320294,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
68,Private,211162,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,<=50K
40,State-gov,270324,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,30,United-States,<=50K
28,Private,114158,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,15,United-States,<=50K
38,Self-emp-not-inc,239045,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,>50K
34,Private,399386,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,53,United-States,<=50K
46,Private,182715,7th-8th,4,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
