age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,sex,capital_gain,capital_loss,hours_per_week,native_country,income
20,Private,316043,11th,7,Never-married,Other-service,Own-child,Male,594,0,20,United-States,<=50K
55,Private,127014,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,60,United-States,<=50K
60,Federal-gov,27466,Some-college,10,Widowed,Exec-managerial,Not-in-family,Female,0,0,40,England,<=50K
19,Private,430471,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,United-States,<=50K
33,Local-gov,242150,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,United-States,<=50K
35,Federal-gov,84848,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Female,0,0,40,United-States,<=50K
20,Private,390817,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,25,Mexico,<=50K
44,Private,193882,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
40,Private,202872,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Female,0,0,45,United-States,<=50K
64,State-gov,277657,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,24,United-States,<=50K
25,Private,188488,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,United-States,<=50K
50,Private,121411,12th,8,Divorced,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
31,Private,34503,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
46,Local-gov,209057,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,United-States,>50K
52,Private,75839,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,United-States,<=50K
56,Private,87584,HS-grad,9,Widowed,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
59,Federal-gov,190541,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
40,State-gov,50093,Masters,14,Divorced,Prof-specialty,Unmarried,Female,0,0,20,United-States,<=50K
27,Private,109997,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,United-States,<=50K
39,Private,188038,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,40,United-States,<=50K
33,Private,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,65,United-States,<=50K
31,Local-gov,206609,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,>50K
33,Private,182926,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,United-States,>50K
31,Self-emp-inc,149726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,<=50K
21,?,509629,Some-college,10,Never-married,?,Own-child,Female,0,0,35,United-States,<=50K
27,Private,96226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,70,United-States,<=50K
42,Private,197583,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,?,>50K
27,Private,109001,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,49,United-States,<=50K
52,Private,167651,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
43,Private,313181,HS-grad,9,Divorced,Adm-clerical,Other-relative,Male,0,0,38,United-States,<=50K
37,Self-emp-inc,395831,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,80,United-States,>50K
35,Private,146042,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
30,Private,278502,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,62,United-States,<=50K
30,Private,337908,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,20,United-States,<=50K
25,Private,267012,Assoc-voc,11,Never-married,Sales,Not-in-family,Male,0,0,45,United-States,<=50K
30,Private,149568,9th,5,Never-married,Farming-fishing,Other-relative,Male,0,0,40,United-States,<=50K
55,Private,52953,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
31,Private,181091,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,>50K
36,?,176458,HS-grad,9,Divorced,?,Unmarried,Female,0,0,28,United-States,<=50K
31,Private,400535,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
46,Private,208067,HS-grad,9,Divorced,Craft-repair,Other-relative,Male,0,0,40,United-States,<=50K
28,Private,259840,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,United-States,>50K
47,Private,267205,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,?,>50K
20,Private,39234,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,30,United-States,<=50K
50,Private,121685,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,45,United-States,>50K
28,Private,215955,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,3103,0,40,United-States,>50K
56,Federal-gov,162137,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,United-States,<=50K
36,Private,107916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,2002,40,United-States,<=50K
50,Federal-gov,221532,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
20,?,121023,Some-college,10,Never-married,?,Own-child,Female,0,0,40,United-States,<=50K
24,Private,106085,HS-grad,9,Never-married,Other-service,Own-child,Male,0,1721,30,United-States,<=50K
19,?,291509,12th,8,Never-married,?,Own-child,Male,0,0,28,United-States,<=50K
61,Private,149620,Some-college,10,Divorced,Other-service,Not-in-family,Male,0,0,40,United-States,<=50K
38,Private,110607,HS-grad,9,Divorced,Other-service,Not-in-family,Male,0,0,32,United-States,<=50K
46,Private,170850,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,Male,0,1590,40,?,<=50K
64,Private,251292,5th-6th,3,Separated,Other-service,Other-relative,Female,0,0,20,Cuba,<=50K
40,Private,174515,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Female,0,0,40,United-States,<=50K
43,Private,233130,HS-grad,9,Divorced,Sales,Not-in-family,Male,0,0,20,United-States,<=50K
38,Self-emp-inc,196373,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,United-States,>50K
25,Private,233461,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Male,0,0,30,United-States,<=50K
27,Private,269354,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,25,?,<=50K
51,Private,147200,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
33,Private,93206,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,Philippines,<=50K
60,Private,80574,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,38,United-States,<=50K
46,Private,271828,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,>50K
42,Private,341757,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,<=50K
27,Self-emp-not-inc,107846,HS-grad,9,Never-married,Protective-serv,Not-in-family,Male,0,0,30,United-States,<=50K
24,Private,303296,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,Laos,<=50K
42,Private,111949,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,United-States,<=50K
47,Private,170850,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,48,United-States,<=50K
32,Local-gov,230912,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,4865,0,40,United-States,<=50K
24,Private,204172,Bachelors,13,Never-married,Sales,Other-relative,Female,0,0,40,United-States,<=50K
25,Private,164488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,?,<=50K
47,Private,354148,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,48,United-States,>50K
19,Private,206599,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,United-States,<=50K
23,Private,202284,Bachelors,13,Never-married,Sales,Own-child,Male,0,0,20,United-States,<=50K
33,Private,288273,12th,8,Separated,Adm-clerical,Unmarried,Female,1471,0,40,United-States,<=50K
32,Self-emp-not-inc,205072,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,48,United-States,<=50K
46,Private,305160,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,Mexico,<=50K
19,Private,184759,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,26,United-States,<=50K
27,Private,423250,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,United-States,<=50K
40,Private,478205,Bachelors,13,Never-married,Prof-specialty,Other-relative,Female,0,0,40,United-States,<=50K
45,Private,128736,10th,6,Divorced,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
33,State-gov,121245,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,United-States,>50K
43,Private,111949,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,35,United-States,<=50K
25,Private,226891,Assoc-voc,11,Never-married,Other-service,Other-relative,Female,0,0,40,?,<=50K
27,Private,280758,11th,7,Never-married,Craft-repair,Other-relative,Male,0,0,60,United-States,<=50K
29,Private,40083,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,Canada,<=50K
22,Private,385540,10th,6,Never-married,Other-service,Not-in-family,Male,0,0,40,Mexico,<=50K
37,Private,282951,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
44,Private,156815,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
20,Private,298227,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,35,United-States,<=50K
63,Private,188976,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,United-States,<=50K
49,Local-gov,269527,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,United-States,>50K
55,Self-emp-not-inc,283635,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Female,0,0,35,United-States,<=50K
31,State-gov,181824,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,1902,35,United-States,>50K
34,Private,174789,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,50,United-States,<=50K
31,State-gov,207505,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,70,United-States,>50K
30,Federal-gov,356689,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,30,Japan,<=50K
59,Private,61885,12th,8,Divorced,Transport-moving,Other-relative,Male,0,0,35,United-States,<=50K
29,Private,207473,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,Mexico,<=50K
33,Private,121488,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,40,United-States,<=50K
25,Private,105693,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,United-States,<=50K
31,Private,163516,Some-college,10,Widowed,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
71,?,287372,Doctorate,16,Married-civ-spouse,?,Husband,Male,0,0,10,United-States,>50K
63,Self-emp-not-inc,231105,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,35,United-States,>50K
28,Local-gov,211920,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,United-States,<=50K
46,?,228620,11th,7,Widowed,?,Unmarried,Female,0,0,40,United-States,<=50K
44,Self-emp-not-inc,231348,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,>50K
62,Private,200332,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
47,Federal-gov,202560,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,United-States,>50K
24,Private,698418,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,25,United-States,<=50K
35,Private,25955,11th,7,Never-married,Other-service,Unmarried,Male,0,0,40,United-States,<=50K
20,Private,224640,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,Female,0,0,40,United-States,<=50K
46,Local-gov,272780,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,24,United-States,<=50K
54,Private,339667,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,41,United-States,<=50K
40,Self-emp-inc,157240,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Female,15024,0,30,Iran,>50K
65,Private,344152,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,5556,0,50,United-States,>50K
35,Private,282951,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,70,United-States,<=50K
27,Private,204788,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
47,Private,51835,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Female,0,1902,60,Honduras,>50K
51,State-gov,94174,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,35,United-States,<=50K
26,Private,266912,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,>50K
62,Without-pay,159908,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,16,United-States,<=50K
50,Private,97741,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,45,United-States,>50K
45,Private,26522,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,1902,35,United-States,>50K
42,Private,198341,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,55,India,>50K
35,Private,89508,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,United-States,>50K
76,Self-emp-not-inc,174309,Masters,14,Married-civ-spouse,Craft-repair,Husband,Male,0,0,10,United-States,<=50K
54,Private,124194,HS-grad,9,Widowed,Other-service,Unmarried,Female,0,0,40,United-States,<=50K
36,Self-emp-not-inc,219611,Bachelors,13,Never-married,Sales,Not-in-family,Female,2174,0,50,United-States,<=50K
31,Private,334744,HS-grad,9,Separated,Transport-moving,Not-in-family,Male,0,0,40,United-States,<=50K
49,Private,211005,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,60,United-States,<=50K
50,Private,200618,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Male,0,0,40,United-States,<=50K
47,Private,115613,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,United-States,>50K
25,Private,396633,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,56,United-States,>50K
56,Private,212864,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
46,Private,113390,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Male,0,1740,60,United-States,<=50K
37,Private,335168,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,55,United-States,<=50K
41,?,211873,Assoc-voc,11,Married-civ-spouse,?,Wife,Female,0,1628,5,?,<=50K
65,Private,185001,10th,6,Widowed,Sales,Not-in-family,Female,0,0,20,United-States,<=50K
41,Private,112181,Bachelors,13,Married-civ-spouse,Sales,Wife,Female,0,0,12,United-States,>50K
54,?,31588,HS-grad,9,Married-civ-spouse,?,Husband,Male,2635,0,40,United-States,<=50K
34,Self-emp-not-inc,321709,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Female,0,0,25,United-States,<=50K
35,Private,257416,Assoc-voc,11,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
45,Federal-gov,171335,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,50,United-States,>50K
35,Local-gov,195516,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,United-States,<=50K
45,Private,186473,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,United-States,<=50K
26,State-gov,130557,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,35,United-States,<=50K
69,Local-gov,32287,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,25,United-States,<=50K
55,Self-emp-not-inc,52888,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,10,United-States,<=50K
48,Private,83444,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,43,United-States,>50K
49,Private,67365,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,United-States,>50K
19,?,33487,Some-college,10,Never-married,?,Other-relative,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,204984,Bachelors,13,Never-married,Tech-support,Not-in-family,Male,0,0,45,United-States,<=50K
57,Private,121821,1st-4th,2,Married-civ-spouse,Other-service,Husband,Male,0,0,40,Dominican-Republic,<=50K
23,Private,188505,Bachelors,13,Never-married,Other-service,Own-child,Female,0,0,25,United-States,<=50K
53,Private,167170,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,40,United-States,<=50K
41,Private,190885,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,Female,0,0,40,Guatemala,<=50K
26,Private,109097,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,48,United-States,<=50K
27,Private,183523,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,45,United-States,<=50K
48,Private,162096,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Female,0,0,45,China,<=50K
19,Private,105289,10th,6,Never-married,Other-service,Other-relative,Female,0,0,20,United-States,<=50K
24,Private,270075,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,50,United-States,<=50K
51,Federal-gov,140516,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,>50K
28,Private,198197,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,55,United-States,>50K
36,Self-emp-not-inc,175769,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,United-States,<=50K
39,Self-emp-not-inc,160808,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,40,United-States,<=50K
39,Local-gov,203482,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,40,United-States,>50K
47,Federal-gov,168109,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,70,United-States,<=50K
42,State-gov,136996,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,48,United-States,<=50K
33,Self-emp-not-inc,24504,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,United-States,<=50K
53,Private,103931,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,United-States,<=50K
49,Private,193047,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,United-States,>50K
34,Self-emp-not-inc,304622,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,0,0,50,United-States,<=50K
23,Private,137994,Some-college,10,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,United-States,<=50K
38,Private,172571,Some-college,10,Divorced,Craft-repair,Own-child,Male,0,0,58,Poland,<=50K
20,Private,39615,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,United-States,<=50K
39,Federal-gov,129573,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,United-States,<=50K
51,Private,145114,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
21,Private,104981,Some-college,10,Never-married,Prof-specialty,Own-child,Male,0,0,48,United-States,<=50K
29,State-gov,159782,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,45,United-States,>50K
43,Private,162003,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,United-States,<=50K
32,Self-emp-inc,103078,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,United-States,<=50K
20,Private,53878,HS-grad,9,Never-married,Craft-repair,Unmarried,Male,0,0,40,United-States,<=50K
53,Private,346253,HS-grad,9,Divorced,Sales,Own-child,Female,0,0,35,United-States,<=50K
24,Private,70261,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,United-States,<=50K
45,Self-emp-not-inc,319122,Bachelors,13,Never-married,Sales,Not-in-family,Male,14084,0,45,United-States,>50K
41,Private,206470,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,Germany,<=50K
24,?,41356,Some-college,10,Never-married,?,Not-in-family,Female,0,0,40,United-States,<=50K
30,Self-emp-not-inc,182089,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,85,United-States,<=50K
51,Private,334679,Assoc-voc,11,Widowed,Prof-specialty,Unmarried,Female,0,0,40,United-States,<=50K
27,Private,163127,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,35,United-States,<=50K
19,Private,128346,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Female,0,0,40,United-States,<=50K
45,Private,198223,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,1902,45,United-States,>50K
49,Private,305657,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
20,Private,138768,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,30,United-States,<=50K
31,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,Female,0,0,30,United-States,<=50K
51,Private,145409,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,3103,0,48,United-States,>50K
27,Local-gov,199471,Assoc-voc,11,Never-married,Tech-support,Own-child,Female,0,0,38,United-States,<=50K
23,Private,174413,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,United-States,<=50K
31,Private,178841,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,United-States,<=50K
56,Private,172364,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,United-States,<=50K
63,Private,188914,HS-grad,9,Widowed,Machine-op-inspct,Other-relative,Female,0,0,40,Haiti,<=50K
44,State-gov,296326,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,United-States,<=50K
40,Private,347934,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,35,United-States,<=50K
65,Self-emp-not-inc,131417,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Male,1797,0,21,United-States,<=50K
